age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37,2,113750,0,13,2,5,0,4,1,0,0,40,37,<=50K
33,1,120508,0,13,0,10,4,4,0,0,0,60,10,<=50K
41,5,197558,0,13,0,3,1,4,1,0,0,40,37,<=50K
36,0,184556,0,13,2,3,5,4,0,0,0,40,37,<=50K
46,2,268281,0,13,4,9,1,4,0,0,0,40,37,<=50K
45,2,235646,0,13,2,3,0,4,1,0,0,40,37,>50K
50,2,72351,0,13,0,11,1,4,1,0,0,45,37,<=50K
34,1,183801,0,13,4,7,1,4,1,0,0,14,37,<=50K
41,1,235951,3,15,2,9,0,4,1,0,0,50,37,>50K
40,2,226902,2,14,2,3,0,4,1,15024,0,50,37,>50K
44,5,150755,0,13,2,0,0,4,1,5013,0,40,37,<=50K
25,2,356344,0,13,4,0,3,4,0,0,0,40,37,<=50K
27,1,331046,0,13,4,9,1,4,0,0,0,45,37,<=50K
24,2,100345,0,13,4,9,3,4,1,0,0,20,37,<=50K
23,2,205653,0,13,4,5,3,4,1,0,0,30,37,<=50K
44,2,190532,2,14,4,9,1,4,0,0,0,55,37,<=50K
36,2,353263,0,13,4,9,1,4,0,0,0,45,37,>50K
33,2,221966,0,13,4,9,1,4,1,2202,0,50,37,<=50K
34,4,426431,0,13,2,2,0,4,1,0,0,40,37,<=50K
29,2,293073,0,13,4,11,1,4,1,0,0,50,37,>50K
36,2,210452,0,13,0,9,4,4,1,0,0,45,37,<=50K
27,2,164170,0,13,4,12,4,1,0,0,0,20,28,<=50K
48,2,112906,2,14,2,13,0,4,1,0,0,55,37,>50K
49,4,126268,0,13,2,2,0,4,1,0,0,50,37,<=50K
30,2,243190,3,15,2,9,0,1,1,0,0,20,17,>50K
39,1,256997,0,13,2,2,0,4,1,0,0,40,37,<=50K
45,1,182100,0,13,2,11,0,4,1,0,0,40,37,>50K
39,2,230054,2,14,2,9,0,4,1,0,0,50,37,>50K
37,2,321943,3,15,2,9,0,4,1,0,0,40,37,>50K
33,2,191385,0,13,4,9,1,4,1,0,0,40,1,<=50K
36,2,187847,0,13,2,3,0,4,1,7688,0,40,37,>50K
46,3,198660,0,13,2,11,0,4,1,99999,0,72,37,>50K
43,4,89636,0,13,2,11,5,1,0,0,0,60,33,<=50K
26,1,150226,0,13,4,9,3,4,0,0,0,35,37,<=50K
30,2,162442,0,13,2,9,5,4,0,7688,0,50,37,>50K
45,1,215862,1,16,2,3,0,4,1,7688,0,45,37,>50K
43,5,198965,2,14,2,9,0,4,1,0,0,40,37,>50K
44,2,173704,0,13,2,3,0,4,1,0,0,40,37,>50K
25,3,182750,0,13,4,11,1,4,1,0,0,45,37,>50K
35,2,189623,1,16,2,3,0,4,1,0,0,45,37,>50K
35,2,270572,0,13,0,9,1,4,0,0,0,40,37,>50K
30,2,285295,0,13,2,7,5,1,0,0,0,40,28,<=50K
27,2,37088,0,13,2,12,0,4,1,0,0,30,37,<=50K
27,2,335421,0,13,4,9,1,4,0,0,0,20,37,<=50K
45,2,146857,0,13,2,3,0,4,1,0,0,38,37,>50K
28,2,47907,0,13,4,0,1,4,0,0,0,40,37,<=50K
38,2,238397,0,13,0,8,4,4,0,0,0,24,37,<=50K
34,2,349169,2,14,2,2,0,4,1,0,0,40,24,<=50K
24,2,441700,0,13,4,12,3,4,1,0,0,40,37,<=50K
29,2,71067,3,15,4,9,1,4,0,0,0,55,37,<=50K
44,2,160829,0,13,2,12,5,4,0,0,0,20,37,>50K
23,2,420973,0,13,4,9,1,4,0,0,0,40,37,<=50K
22,5,121471,0,13,4,9,1,4,0,0,0,40,37,<=50K
36,2,198237,0,13,2,9,0,4,1,15024,0,50,37,>50K
35,2,167140,0,13,2,9,0,4,1,5013,0,40,37,<=50K
37,2,134367,0,13,2,3,5,4,0,0,0,37,37,>50K
43,2,194636,0,13,2,2,0,4,1,0,0,48,37,>50K
38,2,470663,0,13,4,3,1,4,1,0,0,50,37,<=50K
39,2,103456,0,13,2,0,0,4,1,0,0,45,37,>50K
28,2,184723,0,13,4,12,1,4,0,0,1980,35,37,<=50K
25,2,165622,2,14,4,11,1,4,1,0,0,55,37,<=50K
38,2,80771,0,13,2,9,5,4,0,0,0,40,37,>50K
46,2,164733,2,14,2,9,0,4,1,0,0,41,37,<=50K
31,4,119411,0,13,0,3,4,4,1,0,0,60,37,>50K
44,2,173590,0,13,2,9,0,4,1,0,0,3,37,<=50K
35,0,105138,3,15,2,9,0,4,1,0,0,55,37,<=50K
30,2,119411,0,13,4,9,1,4,1,0,0,40,37,<=50K
34,2,195576,0,13,2,3,0,4,1,0,0,50,37,>50K
28,2,181291,0,13,4,3,1,4,0,0,1564,50,37,>50K
28,5,38309,0,13,4,9,3,4,1,6849,0,40,37,<=50K
37,2,77820,0,13,2,3,0,4,1,0,0,50,37,>50K
45,0,56904,0,13,2,0,0,4,1,5013,0,45,37,<=50K
32,1,42596,0,13,0,9,1,4,1,0,0,40,37,<=50K
48,2,102359,0,13,2,3,0,4,1,7298,0,60,37,>50K
28,2,37359,0,13,2,11,0,4,1,0,0,60,37,>50K
38,2,472604,0,13,2,7,0,4,1,0,0,35,24,<=50K
43,2,135606,2,14,0,3,1,4,0,0,0,50,37,>50K
30,2,288566,0,13,4,7,1,4,1,0,0,40,37,<=50K
46,4,43348,3,15,2,3,0,4,1,15024,0,55,37,>50K
47,5,118447,0,13,2,9,0,4,1,0,0,60,37,>50K
37,2,127772,0,13,4,2,1,4,1,0,0,40,37,<=50K
34,4,234960,0,13,2,9,0,2,1,0,1887,48,37,>50K
47,4,162236,0,13,4,2,1,4,0,0,0,40,37,<=50K
36,1,410034,0,13,2,9,0,4,1,0,1887,40,37,>50K
48,2,237525,0,13,2,3,0,4,1,7688,0,65,37,>50K
49,2,148549,0,13,2,3,0,4,1,0,1902,50,37,>50K
33,2,177675,0,13,2,3,0,4,1,0,0,50,10,>50K
25,2,339324,0,13,4,12,1,4,1,0,0,40,37,<=50K
31,2,206051,0,13,2,0,0,4,1,0,0,40,37,>50K
40,2,277647,0,13,2,9,0,4,1,0,0,40,37,>50K
36,2,89202,0,13,4,9,3,4,1,0,0,50,37,<=50K
35,2,92028,2,14,2,3,0,4,1,0,0,50,37,>50K
27,2,174419,0,13,4,9,1,4,0,0,0,40,37,<=50K
45,2,198223,0,13,2,11,0,4,1,0,1902,45,37,>50K
28,2,263614,0,13,2,3,0,4,1,0,0,40,37,>50K
37,2,64922,0,13,5,7,1,4,1,0,0,70,8,<=50K
39,0,32312,0,13,4,9,1,4,0,0,0,60,37,<=50K
47,4,109421,0,13,2,3,0,4,1,0,0,50,37,<=50K
48,1,145886,0,13,0,9,4,4,0,0,0,60,37,<=50K
47,1,29819,2,14,2,3,0,2,1,0,1977,50,37,>50K
38,2,237713,0,13,2,3,0,4,1,0,0,60,37,<=50K
48,1,187969,2,14,0,9,4,4,0,0,0,80,37,<=50K
28,3,219705,0,13,2,3,0,4,1,5013,0,55,37,<=50K
29,2,53181,2,14,2,9,0,4,1,0,0,55,37,>50K
25,2,40512,0,13,4,9,1,4,1,3674,0,30,37,<=50K
37,2,174503,0,13,6,9,1,4,0,0,0,50,37,<=50K
50,2,202044,0,13,0,9,4,4,0,0,0,45,37,<=50K
41,5,75409,0,13,2,9,5,4,0,0,0,40,37,>50K
46,2,172581,0,13,2,3,0,4,1,0,1902,50,37,>50K
47,1,114459,2,14,2,9,0,4,1,7688,0,45,37,>50K
46,3,116338,2,14,2,3,5,4,0,0,0,50,37,>50K
46,2,102771,2,14,2,12,0,4,1,0,1977,40,37,>50K
36,4,188972,1,16,5,9,4,4,0,0,0,10,1,<=50K
33,2,202046,0,13,4,5,1,4,1,0,2001,40,37,<=50K
26,2,158810,0,13,4,9,1,4,1,0,0,70,37,<=50K
32,2,244147,0,13,4,9,1,4,1,0,1876,50,37,<=50K
50,2,165001,0,13,2,2,0,4,1,0,0,50,37,<=50K
29,2,149211,0,13,2,12,0,4,1,0,0,40,37,<=50K
34,2,110978,3,15,4,9,1,1,0,0,0,40,37,<=50K
37,2,372525,2,14,0,9,4,4,1,0,0,48,37,<=50K
38,2,173047,0,13,0,0,4,1,0,0,213,40,28,<=50K
39,3,241153,2,14,2,3,0,4,1,0,0,50,37,<=50K
23,2,126945,0,13,2,3,0,4,1,0,0,40,37,<=50K
44,2,56483,0,13,4,0,3,4,0,0,0,37,37,<=50K
26,2,45869,0,13,4,5,3,4,1,0,0,40,37,<=50K
34,2,72793,0,13,4,7,1,4,0,0,0,15,37,<=50K
50,2,77905,0,13,0,0,1,4,0,0,0,8,37,<=50K
45,0,171335,2,14,2,11,0,4,1,0,0,50,37,>50K
23,2,117789,0,13,4,3,3,4,0,0,0,40,37,<=50K
50,2,189811,0,13,2,3,0,4,1,0,0,40,37,>50K
41,5,518030,0,13,4,10,1,2,1,0,1590,40,31,<=50K
23,2,209483,0,13,4,0,3,4,0,0,0,50,37,<=50K
28,2,84547,0,13,2,12,0,4,1,0,0,40,37,>50K
45,4,222374,0,13,4,9,1,4,1,0,0,40,37,<=50K
48,1,148121,0,13,3,0,4,1,0,0,0,40,28,<=50K
41,2,134130,0,13,2,11,0,4,1,0,0,50,37,>50K
44,2,145441,0,13,2,3,0,4,1,7298,0,48,37,>50K
34,2,98283,3,15,4,12,1,1,1,0,1564,40,17,>50K
25,2,231016,2,14,4,9,1,4,0,4650,0,37,37,<=50K
47,2,114459,1,16,2,9,0,4,1,0,0,50,37,>50K
41,2,384508,0,13,2,9,0,4,1,0,0,40,37,>50K
36,0,403489,2,14,2,9,0,4,1,0,0,45,37,>50K
38,2,275338,0,13,0,11,4,4,0,1151,0,40,37,<=50K
39,5,122353,0,13,2,9,0,4,1,0,0,45,37,>50K
47,1,173938,0,13,2,2,0,4,1,0,0,50,37,>50K
25,2,130557,0,13,4,0,1,4,0,0,0,40,37,<=50K
29,2,341846,2,14,4,9,1,4,0,0,0,50,37,<=50K
41,2,120277,0,13,4,2,1,4,1,0,0,40,37,<=50K
47,0,102771,1,16,2,9,0,4,1,0,0,40,37,>50K
31,2,112062,0,13,4,9,1,4,0,0,0,40,37,<=50K
42,2,157443,0,13,2,9,5,1,0,0,0,27,34,>50K
37,2,77820,0,13,2,3,0,4,1,0,0,45,37,>50K
34,1,230420,0,13,2,9,0,4,1,0,0,40,37,>50K
28,2,141957,0,13,2,9,0,4,1,0,0,50,37,<=50K
24,2,205844,0,13,4,3,3,2,0,0,0,65,37,<=50K
43,2,208613,3,15,3,9,1,4,1,99999,0,40,37,>50K
50,0,307555,0,13,0,9,1,4,1,0,0,60,37,>50K
33,2,54782,0,13,2,0,0,4,1,0,1579,42,37,<=50K
37,2,188774,0,13,2,0,0,4,1,0,0,40,37,<=50K
28,2,175343,0,13,2,11,0,4,1,0,0,40,37,<=50K
27,5,208406,0,13,4,9,1,4,1,0,0,30,37,<=50K
47,2,199058,0,13,2,9,0,4,1,0,0,60,37,>50K
42,2,173628,0,13,2,3,0,4,1,0,0,40,37,>50K
23,2,342769,0,13,4,12,1,4,0,0,0,20,37,<=50K
43,2,403467,0,13,2,3,0,2,1,7688,0,40,37,>50K
39,2,189623,0,13,0,11,4,4,1,0,0,60,37,<=50K
43,2,115806,2,14,0,3,4,4,0,0,2547,40,37,>50K
27,3,120126,0,13,2,3,0,4,1,0,1887,45,37,>50K
47,2,151584,3,15,2,3,0,4,1,7688,0,60,37,>50K
37,1,102936,0,13,0,9,4,4,0,0,0,55,37,<=50K
47,1,37672,0,13,2,9,5,4,0,0,0,45,37,<=50K
30,5,361497,0,13,2,10,0,4,1,0,0,72,37,>50K
29,2,351871,0,13,4,11,1,4,1,0,0,50,37,>50K
41,2,221172,0,13,2,2,0,4,1,0,0,40,37,>50K
30,2,356882,1,16,4,9,3,4,1,0,0,20,37,<=50K
36,2,201519,0,13,2,3,5,4,0,0,0,40,37,>50K
50,2,279337,0,13,0,3,1,4,1,0,0,55,37,>50K
33,5,137616,2,14,4,9,1,2,0,0,0,35,37,<=50K
42,1,55363,2,14,2,9,0,4,1,0,0,55,37,>50K
41,1,183224,2,14,2,9,5,1,0,0,0,40,34,>50K
47,2,33710,0,13,2,3,0,4,1,3103,0,60,37,>50K
24,2,126613,0,13,4,9,3,4,0,0,0,8,37,<=50K
36,2,226918,0,13,4,11,1,2,1,0,0,48,37,<=50K
49,1,184428,2,14,2,0,0,4,1,0,0,40,37,<=50K
47,4,274800,0,13,2,9,0,4,1,0,0,60,37,<=50K
37,2,215392,0,13,0,9,1,4,0,0,0,40,37,<=50K
35,2,31023,0,13,2,11,0,4,1,0,0,45,37,<=50K
23,1,287988,0,13,4,9,1,4,1,0,0,40,37,<=50K
42,0,115932,0,13,0,0,3,4,1,0,0,40,37,<=50K
34,2,158040,0,13,4,3,1,4,0,0,0,45,37,<=50K
41,5,288433,2,14,4,0,1,2,0,0,0,40,37,<=50K
47,0,329205,0,13,0,9,4,4,1,0,0,40,37,<=50K
29,2,196116,3,15,0,9,3,4,0,2174,0,72,37,<=50K
48,2,227714,0,13,2,11,0,4,1,0,0,60,37,<=50K
42,2,280167,2,14,2,9,0,4,1,0,0,40,37,>50K
41,2,173682,2,14,2,6,0,4,1,0,0,40,37,<=50K
41,4,252986,2,14,2,9,0,4,1,0,0,40,37,>50K
22,3,375422,0,13,4,0,3,4,1,0,0,40,33,<=50K
49,4,263568,0,13,2,3,0,4,1,0,0,60,37,>50K
35,2,248010,0,13,3,2,4,4,1,0,0,40,37,<=50K
26,2,102476,0,13,2,3,0,4,1,0,0,40,37,<=50K
38,2,272671,0,13,0,11,3,4,1,0,0,50,37,<=50K
47,4,84735,2,14,2,9,5,4,0,0,0,20,37,>50K
49,2,184428,0,13,0,0,1,4,1,0,0,40,37,<=50K
44,2,286750,0,13,2,3,0,2,1,0,1902,40,37,>50K
44,2,171424,0,13,2,9,0,4,1,0,0,40,37,>50K
24,2,204226,2,14,4,9,1,4,0,0,0,40,37,<=50K
37,0,194630,2,14,4,3,3,4,0,0,0,40,37,<=50K
30,2,447739,1,16,4,9,1,4,1,0,0,60,37,<=50K
41,2,66118,0,13,0,9,3,4,0,0,0,40,37,<=50K
37,2,200374,0,13,2,11,0,4,1,0,1902,40,37,>50K
34,1,97723,3,15,2,9,0,4,1,0,0,40,37,>50K
33,2,167309,0,13,4,0,1,4,1,0,0,40,37,<=50K
37,0,22201,0,13,2,0,0,1,1,7298,0,40,28,>50K
35,2,265954,0,13,4,5,1,2,1,0,0,40,37,<=50K
45,2,216932,2,14,2,3,0,4,1,0,0,40,37,>50K
35,2,86648,2,14,2,9,0,4,1,0,1977,45,37,>50K
46,2,123053,2,14,2,3,0,1,1,0,0,50,22,>50K
23,2,330571,0,13,4,0,3,4,0,0,0,25,37,<=50K
43,5,129298,2,14,2,3,0,4,1,0,0,40,37,>50K
49,1,174981,2,14,2,3,0,2,1,0,0,47,37,>50K
48,1,328610,3,15,2,9,0,4,1,0,0,45,37,>50K
38,5,134069,2,14,2,3,0,4,1,7298,0,60,37,>50K
27,2,168827,0,13,4,11,3,4,1,0,0,2,37,<=50K
26,2,57600,0,13,2,9,0,4,1,0,0,40,37,<=50K
36,2,279615,0,13,0,11,3,4,0,0,0,40,37,<=50K
42,2,270721,0,13,4,9,1,4,1,0,0,32,37,<=50K
33,2,340332,0,13,5,3,1,2,0,0,0,45,37,<=50K
42,4,32185,0,13,2,4,0,4,1,0,0,60,37,>50K
36,5,108320,2,14,0,9,4,4,1,5455,0,30,37,<=50K
26,2,224426,2,14,4,3,3,4,1,0,0,38,37,<=50K
44,1,323790,0,13,2,10,0,4,1,0,0,40,37,>50K
28,2,331381,0,13,4,0,1,4,1,0,0,40,37,<=50K
38,2,167725,0,13,3,13,1,3,1,0,0,84,17,<=50K
49,0,586657,0,13,2,3,0,4,1,7298,0,40,37,>50K
49,2,122385,2,14,2,3,0,4,1,0,0,40,37,>50K
35,2,49020,2,14,2,3,0,4,1,0,0,60,37,>50K
35,1,45607,2,14,4,9,1,4,1,0,0,60,37,>50K
40,1,112362,2,14,2,9,0,4,1,0,0,40,37,<=50K
42,5,341638,0,13,2,9,0,4,1,0,0,40,37,>50K
50,4,127151,2,14,2,9,5,4,0,0,0,40,1,>50K
30,2,257874,0,13,4,11,1,4,0,0,0,30,37,<=50K
45,2,289230,0,13,0,9,4,4,0,0,0,48,37,>50K
42,2,173704,2,14,2,9,0,4,1,0,0,40,37,<=50K
26,2,97698,2,14,4,3,1,4,1,0,0,32,37,<=50K
22,2,236769,0,13,4,9,1,4,1,0,0,20,8,<=50K
39,2,167140,2,14,2,3,0,4,1,0,0,40,37,<=50K
45,1,167334,2,14,4,9,1,4,1,0,0,50,37,>50K
42,2,115178,0,13,0,9,4,4,0,0,0,15,37,<=50K
39,2,22245,0,13,2,9,1,4,1,0,0,60,37,<=50K
44,2,257758,1,16,2,9,0,4,1,0,0,40,37,>50K
44,5,136546,1,16,2,9,0,4,1,0,1902,40,37,>50K
45,2,249935,0,13,2,4,0,4,1,0,0,60,37,<=50K
44,2,120277,2,14,2,3,0,4,1,0,0,38,37,>50K
43,0,56063,0,13,2,11,0,4,1,0,0,60,37,<=50K
33,5,163110,0,13,4,9,1,4,1,0,0,20,37,<=50K
50,1,311551,2,14,2,9,0,4,1,7688,0,50,37,>50K
25,2,361307,0,13,4,11,3,4,0,0,0,40,37,<=50K
27,2,164607,0,13,2,7,0,4,1,0,0,40,37,<=50K
38,4,129573,2,14,4,9,1,4,1,0,0,40,37,>50K
33,1,183923,2,14,2,9,5,4,0,7688,0,35,37,>50K
30,2,129707,0,13,2,9,0,4,1,99999,0,35,37,>50K
43,1,35824,2,14,2,9,5,4,0,0,0,40,37,>50K
23,2,107801,0,13,4,0,3,4,0,0,0,20,37,<=50K
29,2,78261,3,15,4,9,3,4,1,0,0,50,37,<=50K
36,1,241998,0,13,2,9,0,4,1,0,1672,50,37,<=50K
23,2,257683,0,13,4,9,3,4,1,0,0,40,37,<=50K
24,2,55424,0,13,4,3,3,4,1,0,0,40,37,<=50K
40,1,319271,2,14,2,3,0,4,1,0,0,60,37,>50K
47,1,172246,2,14,2,9,0,4,1,0,0,60,37,>50K
41,1,133692,0,13,0,10,4,4,0,0,0,40,37,<=50K
46,2,184169,2,14,2,9,5,4,0,7688,0,35,37,>50K
45,2,178319,1,16,2,9,0,4,1,7688,0,50,37,>50K
42,4,54202,3,15,2,9,0,4,1,0,0,50,37,>50K
37,2,220237,0,13,2,3,0,4,1,5178,0,40,37,>50K
24,2,59146,0,13,2,3,5,4,0,0,0,40,37,<=50K
23,0,41432,0,13,4,9,1,4,0,0,0,15,37,<=50K
39,2,237943,0,13,2,11,0,4,1,0,0,30,37,>50K
25,2,198870,0,13,4,0,3,2,1,0,0,35,37,<=50K
46,0,213140,2,14,2,3,0,4,1,0,1977,40,37,>50K
36,4,125933,3,15,4,9,1,4,1,0,0,55,37,>50K
39,2,77005,2,14,2,9,0,4,1,99999,0,40,37,>50K
33,3,239018,1,16,2,9,0,4,1,0,0,60,37,<=50K
34,2,294064,2,14,2,3,0,4,1,0,0,50,9,<=50K
46,2,120131,0,13,2,7,0,4,1,0,0,30,37,>50K
48,2,199058,2,14,2,3,0,4,1,0,0,40,37,>50K
25,2,178421,0,13,4,7,1,4,0,0,0,20,37,<=50K
26,2,179772,0,13,4,3,1,4,0,0,0,45,37,<=50K
45,2,129336,2,14,2,0,0,4,1,0,0,45,37,>50K
46,3,120131,3,15,2,9,0,4,1,99999,0,60,37,>50K
33,2,150570,0,13,2,9,0,4,1,3103,0,43,37,>50K
33,2,106670,0,13,2,9,5,4,0,0,0,40,37,>50K
25,1,335005,0,13,4,9,1,4,1,0,0,35,20,<=50K
26,2,174921,0,13,4,11,1,4,0,0,0,40,37,<=50K
18,1,155905,2,14,4,9,3,4,0,0,0,60,37,<=50K
30,2,467108,0,13,4,9,1,4,1,0,0,45,37,<=50K
34,4,304622,0,13,0,9,4,4,0,0,0,50,37,<=50K
39,2,113151,0,13,2,11,0,4,1,0,0,55,37,<=50K
27,2,110648,0,13,4,12,3,4,1,0,0,40,37,<=50K
27,2,183523,0,13,4,3,1,4,1,0,0,45,37,<=50K
30,2,467108,2,14,2,9,0,4,1,0,0,44,37,>50K
33,2,144949,2,14,2,9,0,4,1,15024,0,40,37,>50K
45,1,140644,0,13,0,10,1,4,1,0,0,40,37,>50K
50,1,220640,2,14,0,9,1,0,0,0,0,50,37,>50K
37,1,99935,2,14,2,10,0,4,1,7688,0,50,37,>50K
46,5,20534,0,13,4,3,1,4,1,0,0,45,37,<=50K
27,2,411950,0,13,4,9,1,4,1,0,0,60,37,<=50K
42,0,198316,2,14,2,3,0,4,1,0,0,40,37,>50K
36,1,139703,2,14,4,9,1,2,0,0,0,40,37,<=50K
43,2,194726,3,15,2,9,0,4,1,15024,0,55,37,>50K
44,2,82601,0,13,2,13,0,4,1,0,0,40,37,<=50K
47,5,188386,0,13,2,9,0,4,1,0,0,45,37,>50K
45,2,88781,0,13,2,2,0,4,1,0,0,40,10,>50K
39,2,99270,0,13,2,9,5,4,0,0,0,50,10,>50K
48,5,148306,2,14,0,9,4,4,0,0,0,40,37,<=50K
24,2,99970,0,13,4,12,3,4,1,0,0,40,37,<=50K
29,1,219906,0,13,2,9,5,4,0,0,0,25,37,>50K
35,2,125933,0,13,2,2,0,4,1,0,0,50,37,>50K
41,5,309056,1,16,2,9,0,4,1,0,0,50,37,>50K
38,2,195744,0,13,4,7,1,4,1,0,0,48,37,<=50K
36,2,81896,0,13,4,9,1,4,0,0,0,45,37,<=50K
48,2,265295,0,13,2,3,0,4,1,0,0,40,37,>50K
32,2,196342,1,16,4,9,1,4,1,0,0,40,37,>50K
26,1,287233,0,13,2,9,5,2,0,0,0,40,37,>50K
29,2,203697,0,13,2,9,3,4,1,0,0,75,37,<=50K
30,0,356689,0,13,2,0,0,4,1,0,0,30,22,<=50K
29,2,159788,2,14,4,9,1,4,0,0,0,80,37,<=50K
27,2,55743,0,13,2,3,5,2,0,0,0,45,37,>50K
47,5,148171,1,16,0,9,4,4,1,0,0,50,9,>50K
33,2,193285,0,13,2,9,0,4,1,0,0,38,37,>50K
41,4,169023,0,13,2,0,5,4,0,7688,0,40,37,>50K
34,4,101266,0,13,4,11,1,4,1,0,0,62,37,<=50K
39,0,103984,0,13,0,3,4,2,0,0,0,40,37,<=50K
27,4,212041,0,13,4,11,1,4,1,0,0,50,37,<=50K
32,2,175856,0,13,2,12,0,4,1,0,1902,40,37,>50K
27,2,86681,0,13,4,7,1,4,0,0,0,40,37,<=50K
44,5,691903,2,14,2,9,0,2,1,0,0,60,37,>50K
45,2,199058,2,14,2,3,0,4,1,7298,0,50,37,>50K
29,2,192010,0,13,4,9,1,4,0,0,0,60,29,<=50K
34,0,419691,0,13,2,10,0,4,1,7298,0,54,37,>50K
28,1,356089,0,13,4,9,2,4,1,0,0,50,37,<=50K
35,1,103966,2,14,0,0,4,4,0,0,0,41,37,<=50K
41,2,57233,0,13,2,11,0,4,1,0,0,70,37,<=50K
50,5,289207,1,16,2,9,0,4,1,0,1902,45,37,>50K
43,1,241528,2,14,0,9,4,4,0,0,0,40,37,<=50K
27,2,298871,0,13,4,7,1,1,1,0,0,40,28,<=50K
31,2,297188,2,14,4,9,1,4,0,0,0,60,37,<=50K
24,2,182342,0,13,4,11,3,4,1,0,0,40,37,<=50K
28,2,140108,2,14,0,9,1,4,0,0,0,50,37,<=50K
49,2,81654,3,15,2,9,0,4,1,0,0,60,37,>50K
23,2,177526,0,13,4,3,1,4,1,0,0,40,37,<=50K
41,2,203761,0,13,2,9,0,4,1,0,0,40,37,>50K
31,4,340880,0,13,2,11,0,4,1,0,0,48,37,<=50K
50,4,114758,0,13,4,2,1,4,1,4416,0,45,37,<=50K
46,2,273629,2,14,2,3,0,4,1,0,0,40,37,>50K
28,3,113870,0,13,2,3,0,4,1,0,0,60,37,>50K
29,2,114982,0,13,2,12,0,4,1,0,0,40,37,>50K
35,4,202027,2,14,2,3,0,4,1,7688,0,55,37,>50K
42,2,30824,2,14,0,9,1,4,0,2354,0,16,37,<=50K
31,2,38223,0,13,4,11,3,4,1,0,0,45,37,<=50K
36,2,111499,2,14,4,3,1,4,0,14084,0,40,37,>50K
44,4,155930,0,13,2,3,0,4,1,0,0,60,37,<=50K
34,2,117444,0,13,2,3,0,4,1,0,0,65,37,>50K
25,2,211424,0,13,4,3,3,4,1,0,0,40,37,<=50K
35,2,31964,0,13,2,11,0,4,1,0,0,50,37,>50K
28,4,188278,0,13,2,2,0,4,1,0,0,55,37,<=50K
28,4,96219,0,13,2,11,5,4,0,0,0,5,37,<=50K
39,2,80410,0,13,4,3,1,4,1,0,0,40,37,<=50K
28,2,108569,0,13,2,9,0,4,1,0,0,43,37,<=50K
33,2,141841,0,13,2,3,0,2,1,5178,0,40,37,>50K
43,2,210844,0,13,0,3,1,2,0,0,0,40,37,>50K
24,5,232918,0,13,4,9,1,4,1,0,0,20,37,<=50K
40,2,205987,3,15,4,3,1,4,0,0,0,40,4,<=50K
39,2,113481,0,13,2,3,0,4,1,0,0,45,37,>50K
30,1,235271,0,13,2,10,0,4,1,0,0,40,37,>50K
26,2,166051,0,13,4,0,3,4,0,0,0,40,37,<=50K
33,2,236379,0,13,2,11,0,4,1,0,0,45,37,<=50K
46,2,122026,0,13,2,2,0,4,1,0,0,44,37,>50K
42,2,211450,2,14,4,3,1,4,1,0,0,45,37,>50K
45,2,363677,1,16,2,9,5,4,0,0,1977,30,37,>50K
28,4,70100,0,13,4,9,1,4,1,0,0,60,37,<=50K
24,2,69640,0,13,4,11,3,4,1,0,0,40,37,<=50K
31,2,193285,0,13,4,9,1,4,1,0,0,40,37,<=50K
42,0,108183,2,14,2,9,0,1,1,0,1902,40,33,>50K
25,2,155320,0,13,4,3,3,4,1,0,0,45,37,<=50K
49,2,180899,2,14,0,3,4,4,1,0,1755,45,37,>50K
49,2,176814,0,13,2,0,0,4,1,5178,0,40,37,>50K
48,2,248059,0,13,2,3,0,4,1,5013,0,45,37,<=50K
38,2,409604,0,13,2,3,0,4,1,15024,0,40,37,>50K
46,2,332884,0,13,2,3,0,4,1,7298,0,65,37,>50K
27,2,66473,0,13,2,3,0,4,1,0,0,40,37,>50K
42,2,339346,2,14,0,0,1,4,0,0,0,25,37,<=50K
43,5,139734,0,13,2,3,0,4,1,15024,0,40,37,>50K
45,5,110311,2,14,0,3,4,4,0,0,0,40,37,<=50K
41,2,220694,0,13,0,7,1,4,1,0,0,37,37,<=50K
35,2,187112,0,13,4,7,1,4,0,0,0,45,37,<=50K
30,2,316606,0,13,2,7,5,4,0,0,0,40,37,<=50K
39,0,193583,0,13,0,9,4,4,0,5455,0,60,37,<=50K
27,2,106935,0,13,2,3,0,4,1,0,0,45,37,<=50K
49,3,246891,0,13,2,0,0,4,1,0,0,40,37,>50K
44,2,427952,0,13,2,9,0,4,1,0,0,40,37,<=50K
36,2,342642,2,14,4,3,1,4,1,0,0,15,37,<=50K
24,2,162593,0,13,4,0,1,1,0,0,0,40,37,<=50K
47,2,193047,1,16,2,3,0,4,1,99999,0,50,37,>50K
48,2,267912,0,13,4,7,1,4,1,0,0,50,24,>50K
23,2,98283,0,13,4,3,3,1,1,0,0,40,37,<=50K
48,1,102076,0,13,4,0,4,4,0,0,0,35,37,<=50K
43,2,33331,0,13,2,11,0,4,1,0,0,55,37,<=50K
26,2,120268,0,13,4,0,3,4,1,0,0,24,37,<=50K
41,0,214838,2,14,2,3,0,4,1,0,0,60,37,>50K
27,2,214702,3,15,2,9,0,4,1,0,0,42,37,>50K
47,5,54887,1,16,2,9,0,4,1,0,0,40,37,>50K
